company,industry,title,location,work_model,date,url,technologies
Western Digital Israel,Technology,"Senior Engineer, Software Developer",Israel (Assumed),Not Specified,2026-08-23,https://jobs.smartrecruiters.com/WesternDigital/744000137011652-senior-engineer-software-developer,Not Specified
Flex Israel,Technology,Meet our Circular Economy Solutions Architect,Israel (Assumed),Not Specified,2026-08-23,https://flex.com/resources/meet-our-circular-economy-solutions-architect-yuri-takigawa,Not Specified
Luxoft Israel,Technology,A Guide To Becoming An Automotive Software Engineer,Israel (Assumed),Not Specified,2026-08-23,https://www.luxoft.com/careers,Not Specified
Noma Security,Technology,Solution ArchitectFull-timeSeniorTel Aviv,Israel (Assumed),Not Specified,2026-08-23,https://www.noma.security/careers/positions/solution-architect,Not Specified
PureSec,Technology,Diverse architectures limit visibility and impede protections,Israel (Assumed),Not Specified,2026-08-23,https://www.puresec.io/careers,Not Specified
Descope,Technology,Developer Relations,Israel (Assumed),Not Specified,2026-08-23,https://www.descope.com/careers,Not Specified
Descope,Technology,"Developer Experience Engineer, DevRel TeamLos Altos, CA (HQ)",Israel (Assumed),Not Specified,2026-08-23,https://job-boards.greenhouse.io/descope/jobs/4236846009,Not Specified
Descope,Technology,"Senior Software Engineer, MCPTel Aviv",Israel (Assumed),Not Specified,2026-08-23,https://job-boards.greenhouse.io/descope/jobs/4238545009,Not Specified
Yotpo,Technology,"Sofia, BGJunior Software Engineer",Israel (Assumed),Not Specified,2026-08-23,https://www.yotpo.com/careers/gid-7981955/,Not Specified
Yotpo,Technology,"Tel-Aviv, ILSoftware Engineer",Israel (Assumed),Not Specified,2026-08-23,https://www.yotpo.com/careers/gid-6879751/,Not Specified
Notion Israel,Technology,"Software Engineer, Early CareerSan Francisco, California",Israel (Assumed),Not Specified,2026-08-23,https://jobs.ashbyhq.com/notion/297b4ece-765f-4eea-b1b8-46057cb6501f,Not Specified
Notion Israel,Technology,"Software Engineer, Early Career (AI)San Francisco, California",Israel (Assumed),Not Specified,2026-08-23,https://jobs.ashbyhq.com/notion/85947779-6b87-466a-98bc-30a640448c28,Not Specified
Notion Israel,Technology,"Software Engineer, New Grad (Dec 2026)San Francisco, California",Israel (Assumed),Not Specified,2026-08-23,https://jobs.ashbyhq.com/notion/e32799d2-8ef8-4803-8189-c72514afa816,Not Specified
Notion Israel,Technology,"CX Knowledge ArchitectNew York, New York",Israel (Assumed),Not Specified,2026-08-23,https://jobs.ashbyhq.com/notion/4c7683fa-fe37-44d9-aa3f-2f57a37c11f8,Not Specified
Notion Israel,Technology,"Software Engineer, AI CaptureSan Francisco, California",Israel (Assumed),Not Specified,2026-08-23,https://jobs.ashbyhq.com/notion/b31ce253-4238-4ed6-a5a2-73b63cbf1709,Not Specified
